,Unnamed: 0,subject,predicate,object,question,context,bool_type,source_type,input,label,contextual_answer,output
1318,1318,science fiction,IsA,entertainment,"is science fiction a kind of entertainment?
 is science fiction a kind of entertainment?
is science fiction a type of entertainment?"," science fiction is a genre of speculative fiction.
 science fiction is a genre of fiction.",pos,need_edit,is science fiction a kind of entertainment?,1319,true,contextual: true
1319,1319,dog,CapableOf,suck,"can dogs suck?
 can dogs suck?
can a dog suck?"," dogs have tongues.
 dogs are mammals.",pos,need_edit,can dogs suck?,1320,true,contextual: true
1320,1320,in bed you,CapableOf,sleep,"can you sleep in bed?
 can you sleep in bed?
can you sleep in bed?"," bed is a piece of furniture for sleep or rest.
 bed is a piece of furniture.",pos,need_edit,can you sleep in bed?,1321,true,contextual: true
1321,1321,baby always,HasA,mother,"does a baby always have a mother?
 does a baby always have a mother?
does baby always have mother?"," a baby is born when the baby's head begins to come out of the mother's vagina.
 a baby is a young human.",pos,need_edit,does a baby always have a mother?,1322,true,contextual: true
1322,1322,tangerine,HasProperty,orange,"does a tangerine have the property of being orange?
 is a tangerine an orange?
does tangerine have the property of orange?"," a tangerine is a type of orange.
 a tangerine is a citrus fruit.",pos,need_edit,does a tangerine have the property of being orange?,1323,true,contextual: true
1323,1323,cloth,CapableOf,become wet,"can cloth become wet?
 can cloth become wet?
can cloth become wet?"," water is a liquid.
 cloth is made of cotton.",pos,need_edit,can cloth become wet?,1324,true,contextual: true
1324,1324,medical instrument,IsA,instrument,"is a medical instrument an instrument?
 is a medical instrument a kind of instrument?
is a medical instrument a type of instrument?"," a medical instrument is a device used to diagnose or treat patients.
 a medical instrument is a tool.",pos,need_edit,is a medical instrument an instrument?,1325,true,contextual: true
1325,1325,sheet,HasProperty,white,"does a sheet have the property of being white?
 is a sheet of paper usually white?
does sheet have the property of white?"," a sheet is a type of fabric.
 sheet is a type of paper.",pos,need_edit,does a sheet have the property of being white?,1326,true,contextual: true
1326,1326,student,CapableOf,ditch class,"can students ditch class?
 can students ditch class?
can students ditch class?"," ditching class is an act of truancy.
 student is a person who attends school.",pos,need_edit,can students ditch class?,1327,true,contextual: true
1327,1327,cartoonist,CapableOf,draw cartoon,"can cartoonists draw cartoons?
 can cartoonists generally draw cartoons?
can cartoonist draw cartoon?"," many cartoonists use a style of drawing called caricature.
 cartoonists are artists who draw cartoons.",pos,need_edit,can cartoonists draw cartoons?,1328,true,contextual: true
1328,1328,wine,CapableOf,age well,"can wine age well?
 can wine age well?
can wine age well?"," wine is made from grapes.
 wine is an alcoholic beverage.",pos,need_edit,can wine age well?,1329,true,contextual: true
1329,1329,lsd,HasProperty,illegal,"is lsd illegal?
 is lsd illegal?
does lsd have the property illegal?"," lsd is a drug.
 lsd is a drug.",pos,need_edit,is lsd illegal?,1330,true,contextual: true
1330,1330,wind power,IsA,useful method of locomotion,"is wind power a useful method of locomotion?
 is wind power a useful method of locomotion?
is wind power a useful method of locomotion?"," wind power is a type of renewable energy.
 wind power is a type of energy.",pos,need_edit,is wind power a useful method of locomotion?,1331,true,contextual: true
1331,1331,marathoner,CapableOf,run for long distance,"can marathoners run for long distances?
 can marathoners run for long distances?
can marathoners run for long distances?"," marathoners are runners.
 marathoners are runners.",pos,need_edit,can marathoners run for long distances?,1332,true,contextual: true
1332,1332,two child,HasProperty,play with paint,"do two children have the property of playing with paint?
 do two children usually like to play with paint?
does a two child have the right to play with paint?", two children are a kind of person.,pos,need_edit,do two children have the property of playing with paint?,1333,true,contextual: true
1333,1333,meditator,CapableOf,light candle,"can a meditator light a candle?
 can a meditator light a candle?
can a meditator light a candle?"," a meditator is a person who practices meditation.
 a meditator is a person who meditates.",pos,need_edit,can a meditator light a candle?,1334,true,contextual: true
1334,1334,molly hatchet,IsA,band,"is molly hatchet a band?
 is Molly Hatchet a band?
is molly hatchet a type of band?"," molly hatchet is a southern rock band.
 molly hatchet is a band.",pos,need_edit,is molly hatchet a band?,1335,true,contextual: true
1335,1335,in small community firefighter,IsA,often volunteer,"are firefighters in small communities often volunteers?
 in small communities, are firefighters generally volunteers?
is a small community firefighter a type of volunteer?"," small communities often have limited resources.
 a firefighter is a person who puts out fires.",pos,need_edit,are firefighters in small communities often volunteers?,1336,true,contextual: true
1336,1336,person,CapableOf,work in bathroom,"can people work in a bathroom?
 can people usually work in a bathroom?
can a person work in the bathroom?", people work in offices.,pos,need_edit,can people work in a bathroom?,1337,true,contextual: true
1337,1337,human,CapableOf,feel,"can humans feel?
 can humans feel?
can a human feel?"," humans have skin.
 humans are animals.",pos,need_edit,can humans feel?,1338,true,contextual: true
1338,1338,bonnie tyler,IsA,singer,"is bonnie tyler a singer?
 is bonnie tyler a singer?
is bonnie tyler a type of singer?"," bonnie tyler is a welsh singer.
 bonnie tyler is a singer.",pos,need_edit,is bonnie tyler a singer?,1339,true,contextual: true
1339,1339,ping pong,HasProperty,very popular in asia,"is ping pong very popular in asia?
 is ping pong especially popular in Asia?
does ping pong have the property of very popular in asia?"," ping pong is a sport.
 ping pong is a kind of sport.",pos,need_edit,is ping pong very popular in asia?,1340,true,contextual: true
1340,1340,glass half,CapableOf,be optimism,"can a glass half be optimism?
 can a glass half full be seen as an optimistic symbol?
can glass half be optimism?"," a glass half full is optimism.
 a glass half full is optimism.",pos,need_edit,can a glass half be optimism?,1341,true,contextual: true
1341,1341,machinist,CapableOf,machine metal,"can a machinist machine metal?
 can a machinist machine metal?
can a machinist machine metal?"," a machinist is a person who machines metal.
 a machinist is a person who makes or repairs machines.",pos,need_edit,can a machinist machine metal?,1342,true,contextual: true
1342,1342,hat,IsA,soft than helmet,"is a hat softer than a helmet?
 is a hat usually softer than a helmet?
is hat a type of soft helmet?", a helmet is made of hard materials.,pos,need_edit,is a hat softer than a helmet?,1343,true,contextual: true
1343,1343,doctor,CapableOf,make mistake too,"can doctors make mistakes?
 can doctors make mistakes?
can doctors make mistakes too?"," doctors are human.
 doctors are humans.",pos,need_edit,can doctors make mistakes?,1344,true,contextual: true
1344,1344,human hand,IsA,hold red dart point downward,"is a human hand able to hold a red dart point downward?
 is it possible for a human hand to hold a red dart point downward?
is human hand a type of hold red dart point downward?"," the human hand is able to grip a dart in various ways.
 a human hand is able to hold a red dart point downward.",pos,need_edit,is a human hand able to hold a red dart point downward?,1345,true,contextual: true
1345,1345,old child,CapableOf,tell time,"can old children tell time?
 can old children usually tell time?
can an old child tell time?"," old children are those aged between 7 and 12.
 children are young people.",pos,need_edit,can old children tell time?,1346,true,contextual: true
1346,1346,patience and courtesy,IsA,good trait,"is patience and courtesy a good trait?
 is patience and courtesy generally considered a good trait?
is patience and courtesy a type of good trait?"," patience is the capacity to accept or tolerate delay, trouble, or suffering without getting angry or upset.
 patience and courtesy are good traits.",pos,need_edit,is patience and courtesy a good trait?,1347,true,contextual: true
1347,1347,perennial,IsA,plant,"is a perennial a kind of plant?
 is a perennial a kind of plant?
is perennial a type of plant?"," a perennial is a plant that lives for more than two years.
 a perennial is a plant that lives for more than two years.",pos,need_edit,is a perennial a kind of plant?,1348,true,contextual: true
1348,1348,cat,IsA,predatory animal,"is a cat a predatory animal?
 are cats predatory animals?
is cat a type of predatory animal?"," cats are carnivores.
 cats are carnivores.",pos,need_edit,is a cat a predatory animal?,1349,true,contextual: true
1349,1349,diagram show various part,CapableOf,make up human eye,"can a diagram of the various parts of the human eye help you understand how the eye works?
 can a diagram of the various parts of the human eye help you make one?
can diagram show various parts of human eye?"," the human eye has two main parts, the cornea and the lens.
 a diagram of the various parts of the human eye is a picture of the human eye.",pos,need_edit,can a diagram of the various parts of the human eye help you understand how the eye works?,1350,true,contextual: true
1350,1350,person,CapableOf,lie,"can people lie?
 can people lie?
can a person lie?"," people can tell the truth.
 people can speak.",pos,need_edit,can people lie?,1351,true,contextual: true
